0.33717	84.31	1.98E+000	5.55E-002
0.36696	84.31	1.65E+000	4.81E-002
0.39721	84.31	1.34E+000	3.52E-002
0.40699	84.31	1.23E+000	3.89E-002
0.41722	84.31	1.04E+000	3.33E-002
0.42699	84.31	8.41E-001	2.59E-002
0.43210	84.31	7.36E-001	2.96E-002
0.43722	84.31	5.71E-001	2.41E-002
0.44233	84.31	4.17E-001	2.41E-002
0.44837	84.31	2.56E-001	1.85E-002
0.45256	84.31	1.82E-001	2.04E-002
0.45722	84.31	2.34E-001	1.67E-002
0.46236	84.31	4.49E-001	3.15E-002
0.46749	84.31	6.43E-001	3.15E-002
0.47263	84.31	8.41E-001	2.41E-002
0.47776	84.31	9.90E-001	3.33E-002
0.48289	84.31	1.04E+000	2.59E-002
0.48801	84.31	1.08E+000	3.33E-002
0.49779	84.31	1.11E+000	2.96E-002
0.51782	84.31	1.06E+000	3.15E-002
0.53784	84.31	9.95E-001	2.96E-002
0.55786	84.31	9.39E-001	2.78E-002
0.57835	84.31	8.28E-001	2.22E-002
0.60815	84.31	7.60E-001	2.22E-002
0.63795	84.31	6.91E-001	1.66E-002
0.70086	84.31	5.95E-001	2.02E-002
1.63330	84.31	1.79E-001	5.31E-003
1.66340	84.31	2.02E-001	5.31E-003
1.67370	84.31	2.40E-001	4.25E-003
1.68410	84.31	2.33E-001	4.26E-003
1.69350	84.31	2.18E-001	5.31E-003
1.70200	84.31	1.70E-001	5.31E-003
1.71360	84.31	1.13E-001	5.31E-003
1.72410	84.31	8.08E-002	3.19E-003
1.73340	84.31	9.68E-002	4.26E-003
1.74370	84.31	1.54E-001	6.37E-003
1.75280	84.31	2.25E-001	5.31E-003
1.76210	84.31	2.40E-001	5.31E-003
1.77350	84.31	2.50E-001	5.31E-003
1.79330	84.31	2.48E-001	6.37E-003
1.89330	84.31	2.01E-001	5.31E-003
1.99330	84.31	1.80E-001	6.37E-003
0.70024	114.52	3.71E-001	4.97E-003
0.75028	114.52	3.35E-001	7.96E-003
0.79925	114.52	3.12E-001	6.96E-003
0.84929	114.52	2.77E-001	5.96E-003
0.89719	114.52	2.62E-001	5.96E-003
0.94718	114.52	2.45E-001	5.96E-003
0.99507	114.52	2.38E-001	5.96E-003
1.04610	114.52	2.30E-001	5.96E-003
1.14500	114.52	2.08E-001	3.97E-003
1.24490	114.52	1.89E-001	5.96E-003
1.34590	114.52	1.73E-001	4.97E-003
1.44480	114.52	1.62E-001	4.12E-003
1.54470	114.52	1.50E-001	3.85E-003
1.59360	114.52	1.37E-001	3.53E-003
1.61340	114.52	1.29E-001	3.30E-003
1.63320	114.52	1.16E-001	2.97E-003
1.65200	114.52	9.22E-002	2.36E-003
1.66350	114.52	6.94E-002	1.77E-003
1.67290	114.52	4.56E-002	1.17E-003
1.68340	114.52	2.37E-002	6.06E-004
1.68860	114.52	2.17E-002	5.56E-004
1.69280	114.52	2.47E-002	6.32E-004
1.70310	114.52	4.47E-002	1.14E-003
1.71340	114.52	7.95E-002	2.03E-003
1.72270	114.52	1.24E-001	4.97E-003
1.73290	114.52	1.80E-001	3.97E-003
1.74220	114.52	2.21E-001	5.96E-003
1.75250	114.52	2.38E-001	4.97E-003
1.76300	114.52	2.23E-001	4.97E-003
1.77240	114.52	2.11E-001	4.97E-003
1.79220	114.52	1.94E-001	4.97E-003
1.89320	114.52	1.61E-001	4.97E-003
1.99310	114.52	1.48E-001	5.96E-003
0.29716	144.08	6.57E-001	9.54E-003
0.33670	144.08	4.63E-001	7.97E-003
0.36695	144.08	3.60E-001	1.01E-002
0.39672	144.08	2.36E-001	6.60E-003
0.40696	144.08	1.87E-001	5.21E-003
0.41673	144.08	1.41E-001	3.96E-003
0.42650	144.08	9.89E-002	2.76E-003
0.43162	144.08	8.09E-002	2.26E-003
0.43674	144.08	7.46E-002	2.09E-003
0.44187	144.08	1.03E-001	2.89E-003
0.44794	144.08	1.87E-001	1.12E-002
0.45216	144.08	3.24E-001	1.75E-002
0.45733	144.08	5.26E-001	1.75E-002
0.46250	144.08	7.07E-001	1.43E-002
0.46717	144.08	7.81E-001	9.54E-003
0.47230	144.08	8.06E-001	7.96E-003
0.47696	144.08	8.01E-001	1.12E-002
0.48253	144.08	7.45E-001	1.12E-002
0.48765	144.08	7.15E-001	7.97E-003
0.49741	144.08	6.33E-001	9.54E-003
0.50718	144.08	5.73E-001	7.96E-003
0.51741	144.08	5.34E-001	6.38E-003
0.53742	144.08	4.58E-001	7.96E-003
0.55744	144.08	4.12E-001	6.38E-003
0.57699	144.08	3.83E-001	6.38E-003
0.60679	144.08	3.44E-001	7.96E-003
0.63705	144.08	3.08E-001	6.38E-003
0.69995	144.08	2.75E-001	5.59E-003
0.74786	144.08	2.43E-001	5.59E-003
0.79678	144.08	2.33E-001	5.59E-003
0.84676	144.08	2.12E-001	5.59E-003
0.89567	144.08	2.05E-001	5.59E-003
0.94563	144.08	1.94E-001	4.66E-003
0.99559	144.08	1.87E-001	4.66E-003
1.04350	144.08	1.83E-001	5.13E-003
1.14340	144.08	1.67E-001	4.66E-003
1.24220	144.08	1.57E-001	4.40E-003
1.34310	144.08	1.56E-001	4.38E-003
1.54190	144.08	1.53E-001	4.66E-003
1.59180	144.08	1.47E-001	4.13E-003
1.63140	144.08	1.26E-001	3.53E-003
1.65020	144.08	8.50E-002	3.72E-003
1.66070	144.08	5.43E-002	3.72E-003
1.67010	144.08	9.63E-003	2.69E-004
1.67950	144.08	2.17E-003	6.08E-005
1.68980	144.08	6.18E-002	5.59E-003
1.69990	144.08	2.16E-001	8.38E-003
1.70900	144.08	3.59E-001	1.02E-002
1.71920	144.08	5.11E-001	6.52E-003
1.72960	144.08	5.15E-001	1.02E-002
1.73910	144.08	4.16E-001	7.45E-003
1.74980	144.08	2.72E-001	8.38E-003
1.75930	144.08	1.83E-001	6.52E-003
1.76980	144.08	1.26E-001	6.52E-003
1.78960	144.08	8.43E-002	2.36E-003
1.88950	144.08	8.07E-002	4.66E-003
1.99150	144.08	8.55E-002	2.39E-003
