0.493	140	0.6993	0.0053
0.542	140	0.4962	0.0057
0.643	140	0.3496	0.0045
0.693	140	0.3073	0.0038
0.744	140	0.279	0.0034
0.845	140	0.2502	0.0035
0.894	140	0.2356	0.0037
0.945	140	0.2158	0.0034
0.995	140	0.2032	0.003
1.044	140	0.2007	0.0027
1.094	140	0.1935	0.0028
1.145	140	0.1905	0.0023
1.195	140	0.1834	0.0017
1.246	140	0.1764	0.0022
1.294	140	0.1755	0.0026
1.345	140	0.1755	0.0027
1.396	140	0.1735	0.0022
1.445	140	0.1681	0.0026
1.495	140	0.1704	0.0027
1.544	140	0.166	0.0026
1.595	140	0.1624	0.0023
1.646	140	0.1076	0.0014
1.655	140	0.0815	0.0012
1.665	140	0.0426	0.0006
1.675	140	0.0063	0.0002
1.686	140	0.0288	0.0004
1.695	140	0.1126	0.0017
1.696	140	0.1162	0.0016
1.704	140	0.2398	0.0038
1.711	140	0.3498	0.0057
1.716	140	0.3999	0.0062
1.72	140	0.4497	0.0079
1.724	140	0.4927	0.0073
1.731	140	0.4872	0.0076
1.736	140	0.4502	0.008
1.745	140	0.3685	0.0062
1.757	140	0.2321	0.0038
1.766	140	0.1673	0.0027
1.775	140	0.1348	0.0021
1.786	140	0.1181	0.0021
1.796	140	0.1037	0.0022
1.806	140	0.0994	0.0022
1.816	140	0.0991	0.0022
1.826	140	0.0939	0.002
1.836	140	0.095	0.0021
1.845	140	0.095	0.0019
1.855	140	0.0973	0.0019
1.866	140	0.0966	0.0018
1.876	140	0.097	0.0016
1.891	140	0.0995	0.002
1.895	140	0.1026	0.002
1.906	140	0.1007	0.0018
1.946	140	0.1047	0.0016
1.996	140	0.1065	0.0017
2.046	140	0.1029	0.0016
2.096	140	0.1092	0.0015
2.146	140	0.1061	0.0016
2.196	140	0.1059	0.0017
2.296	140	0.1067	0.0017
2.395	140	0.1019	0.0016
2.495	140	0.0991	0.0018
0.493	178	0.6193	0.0028
0.542	178	0.4264	0.0026
0.593	178	0.3505	0.0024
0.643	178	0.2967	0.002
0.693	178	0.265	0.0017
0.744	178	0.2352	0.0015
0.845	178	0.2189	0.0015
0.894	178	0.206	0.0016
0.945	178	0.1903	0.0015
0.995	178	0.1849	0.0014
1.044	178	0.1785	0.0012
1.094	178	0.1732	0.0013
1.145	178	0.1711	0.0011
1.195	178	0.1636	0.0009
1.246	178	0.166	0.0011
1.294	178	0.1618	0.0012
1.396	178	0.1645	0.0011
1.445	178	0.177	0.0013
1.495	178	0.1748	0.0013
1.544	178	0.1676	0.0013
1.595	178	0.1805	0.0012
1.646	178	0.1328	0.0008
1.655	178	0.099	0.0006
1.665	178	0.0464	0.0003
1.675	178	0.0122	0.0001
1.686	178	0.0761	0.0004
1.695	178	0.2253	0.0013
1.696	178	0.2489	0.0013
1.704	178	0.4901	0.0031
1.711	178	0.6974	0.0046
1.716	178	0.8095	0.0052
1.72	178	0.912	0.0065
1.724	178	0.97	0.0061
1.731	178	0.9669	0.0064
1.736	178	0.8793	0.0064
1.745	178	0.66	0.0046
1.757	178	0.3567	0.0025
1.766	178	0.1992	0.0014
1.775	178	0.1294	0.001
1.786	178	0.0782	0.0008
1.796	178	0.0534	0.0007
1.806	178	0.0416	0.0006
1.816	178	0.0341	0.0005
1.826	178	0.034	0.0005
1.836	178	0.0333	0.0005
1.845	178	0.0376	0.0005
1.855	178	0.0387	0.0005
1.866	178	0.039	0.0005
1.876	178	0.0452	0.0005
1.891	178	0.0436	0.0006
1.895	178	0.0483	0.0006
1.906	178	0.0499	0.0006
1.946	178	0.0581	0.0005
1.996	178	0.0638	0.0006
2.046	178	0.0643	0.0006
2.096	178	0.0741	0.0006
2.146	178	0.0729	0.0006
2.196	178	0.076	0.0007
2.296	178	0.0728	0.0006
2.395	178	0.0726	0.0006
2.495	178	0.076	0.0007

